record_type	source_path	source_location	source_url	source_date	acquired_on	verified_on	verification_status	evidence_basis	evidence_excerpt	notes	organisation_name	organisation_domain	segment	subtype	priority	campus	distance_km	radius_tier	geocode_precision	latitude	longitude	locality	address	website	public_email	public_phone	size_evidence	headcount	education_angle	founded	licence_class	osm_id	desk_tier	desk_score	transport_band	contact_name	role	role_certainty	contact_route	shared_email	published_role_email	named_email	organisation_phone	role_phone	profile_url	channel_attribution	enquiry_author	enquiry_type	enquiry_date	date_qualification	request	platform	contact_attribution	current_relevance	campus_fit	enquiry_phone	enquiry_email	relevance_reason	proposed_offer	cta_type	hook	hook_source_url	hook_verified_on	acquisition_track_id	value_module_ids	review_status	missing_information	lead_track	record_key	welfare_fit	care_model	pdpa_risk	pdpa_risk_reason	proposed_welfare_track	track_reason	priority_score	factors_known	children_served_published	children_served_as_of	age_range_published	gender_served	schooling_arrangement_published	runs_own_school	funding_model_published	registration_published	nis_reg_no	nis_reg_date	nis_profile_url	licence_status	operator_or_umbrella	religious_affiliation_published	services	known_funders_or_partners	foreign_charity_registrations	social_media	all_emails	all_phones	volunteer_programme	volunteer_fee_published	safeguarding_policy_url	staff_count_published	latest_activity_date	red_flags	catchment_note	master_organisation_id	nearest_primary_campus	distance_to_primary_km	all_sources_json	email_type	phone_type	author_type_stated	locality_text
contact		Fathom interview - The Small Things	https://fathomaway.com/interview-the-small-things-tanzania-africa/	2017-08-30	2026-09-22	2026-09-22	needs_review	published	Interview with the founder of The Small Things.		The Small Things											Branford, CT														Bekka Ross Russell	Founder	unknown	website							Named as founder in a 2017 published interview; no contact route recorded.																				research_only		welfare_customer	WCON_small_things_bekka_ross_russell			medium	Named individual in professional role from a published interview (2017; may be outdated).																																			"[{""url"": ""https://fathomaway.com/interview-the-small-things-tanzania-africa/"", ""title"": ""Fathom interview - The Small Things"", ""source_date"": ""2017-08-30"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""name"", ""role""], ""evidence_excerpt"": ""Interview with the founder of The Small Things.""}]"				
contact		Contact - CFI	https://cfi.or.tz/contact		2026-09-22	2026-09-22	verified	official	CFI email and phone/WhatsApp.		Child First Initiative (CFI)	cfi.or.tz										Arusha; programmes in Usa River and Ngabobo ward (Arumeru)														Nuruana (surname not published)	Co-founder; Child First Baby Home director/site coordinator	confirmed	email		info@cfi.or.tz			+255795880525		Giving Smiles e.V. project page and 2024 report name her role; routes are CFI's published organisation routes.																				research_only		welfare_customer	WCON_child_first_initiative_nuruana			medium	Named individual in professional role published by the funder; routes are organisation routes.																							"[""info@cfi.or.tz""]"	"[""+255795880525""]"											"[{""url"": ""https://givingsmiles.org/en/child-first-baby-home-2/"", ""title"": ""Child First Baby Home - Giving Smiles e.V."", ""source_date"": ""2025-10-08"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""name"", ""role""], ""evidence_excerpt"": ""Former Cradle of Love nanny is director/site coordinator of the baby home.""}, {""url"": ""https://cfi.or.tz/contact"", ""title"": ""Contact - CFI"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""email"", ""phone""], ""evidence_excerpt"": ""CFI email and phone/WhatsApp.""}]"	role	whatsapp		
contact		20 vulnerable children in Usa River seek education sponsorship - Daily News	https://dailynews.co.tz/20-vulnerable-children-in-usa-river-seek-education-sponsorship/		2026-09-22	2026-09-22	verified	published	Centre manager quoted on sponsorship needs and rented premises.	Organisation has a public Facebook page; no email or phone published.	Ngarasero Community Organization											Usa River (Ngarasero)														Zuhura Igwe	Centre Manager	confirmed	website							Named in Daily News report (Sept 2026); no contact route published.																				research_only		welfare_customer	WCON_ngarasero_community_zuhura_igwe			medium	Named individual in professional role from a reputable news source.																																			"[{""url"": ""https://dailynews.co.tz/20-vulnerable-children-in-usa-river-seek-education-sponsorship/"", ""title"": ""20 vulnerable children in Usa River seek education sponsorship - Daily News"", ""source_date"": ""c. 2026-09"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""name"", ""role""], ""evidence_excerpt"": ""Centre manager quoted on sponsorship needs and rented premises.""}, {""url"": ""https://tanzaniainsight.com/20-vulnerable-children-in-usa-river-seek-education-sponsorship/"", ""title"": ""20 vulnerable children in Usa River seek education sponsorship – Tanzania Insight"", ""source_date"": ""2026-09-09"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""name"", ""location"", ""founded"", ""children"", ""needs"", ""funder"", ""centre manager""], ""evidence_excerpt"": ""Ngarasero Community Organization, Usa River: founded 2018; seeks sponsors for 20 children to start primary; 50 in early learning; Mesha's Village sponsors 75.""}, {""url"": ""https://dailynews.co.tz/20-vulnerable-children-in-usa-river-seek-education-sponsorship/"", ""title"": ""20 vulnerable children in Usa River seek education sponsorship – Daily News"", ""source_date"": ""2026-09"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""schools used"", ""needs""], ""evidence_excerpt"": ""Secondary pupils at Haradali Winners and Usa-River Rehabilitation secondary schools; needs food, clothing and permanent premises.""}]"				
contact		Afroplan Foundation – Passion Projects International	https://www.passionprojectsintl.com/afroplan-foundation		2026-09-22	2026-09-22	needs_review	official	Usa River NGO founded 2012; day centre plus sponsorship for Maua English Medium School; over 60 students; overseen by Passion Projects International.		Afroplan Foundation	afroplanfoundation.com										Usa River														Frank Tarimo	Founder (2012)	confirmed	email	info@africaheartsdesire.com				+255746108950		Africa Hearts Desire's Afro Plan page names the founder; routes are AHD's, not his.																				research_only		welfare_customer	WCON_afroplan_foundation_frank_tarimo			medium	Named founder published by partner; contact routes belong to the volunteer company.																							"[""info@africaheartsdesire.com""]"	"[""+255746108950""]"											"[{""url"": ""https://en.africaheartsdesire.com/afroplanfoundation"", ""title"": ""Afro Plan Foundation | AfricaHeartsDesire"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""name"", ""role""], ""evidence_excerpt"": ""Frank Tarimo established Project Afroplan in 2012.""}, {""url"": ""https://www.passionprojectsintl.com/afroplan-foundation"", ""title"": ""Afroplan Foundation – Passion Projects International"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""location"", ""founded"", ""programmes"", ""children"", ""operator"", ""email""], ""evidence_excerpt"": ""Usa River NGO founded 2012; day centre plus sponsorship for Maua English Medium School; over 60 students; overseen by Passion Projects International.""}, {""url"": ""https://www.passionprojectsintl.com/sponsorship"", ""title"": ""Sponsorship – Passion Projects International"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""school used"", ""fees"", ""coverage"", ""contact""], ""evidence_excerpt"": ""Sponsorship pays Maua English Medium School, Usa River (nursery and Std 1–7, day or boarding) plus 5–10% for transfer and coordination costs.""}]"	shared	mobile		
contact		About us | AfricaHeartsDesire	https://en.africaheartsdesire.com/%C3%BCberuns		2026-09-22	2026-09-22	needs_review	published	Two manager/co-founders named; company email and mobile listed.		Africa Hearts Desire (Volunteers Africa Heart's Desire Limited)	en.africaheartsdesire.com										Usa River														Anita; Psteen Nuru Mbwambo	Managers / co-founders	confirmed	email		info@africaheartsdesire.com			+255746108950		AHD 'About us' page.																				research_only		welfare_customer	WCON_africa_hearts_desire_anita_psteen_nuru_mbwambo			medium	Named individuals in professional roles published by the company.																							"[""info@africaheartsdesire.com""]"	"[""+255746108950""]"											"[{""url"": ""https://en.africaheartsdesire.com/%C3%BCberuns"", ""title"": ""About us | AfricaHeartsDesire"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""names"", ""roles""], ""evidence_excerpt"": ""Two manager/co-founders named; company email and mobile listed.""}]"	role	mobile		
contact		Kontakt - Africa Amini Alama	https://www.africaaminialama.com/kontakt		2026-09-22	2026-09-22	verified	official	President listed with Austrian and Tanzanian phone numbers.		Africa Amini Alama											Momella (projects in Meru and Maasai areas incl. Ngabobo, Madebe)														Mag. Dr. Cornelia Wallner-Frisee	President	confirmed	email		office@africaaminialama.com			+255764903769		Africa Amini Alama contact page publishes these numbers for the president.																				research_only		welfare_customer	WCON_africa_amini_alama_mag_dr_cornelia_wallner_frisee			medium	Named individual; mobiles published by the organisation as contact lines.																							"[""office@africaaminialama.com""]"	"[""+255764903769"", ""+4369912029005""]"											"[{""url"": ""https://www.africaaminialama.com/kontakt"", ""title"": ""Kontakt - Africa Amini Alama"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""name"", ""role"", ""phones""], ""evidence_excerpt"": ""President listed with Austrian and Tanzanian phone numbers.""}]"	role	mobile		
contact		Kontakt - Africa Amini Alama	https://www.africaaminialama.com/kontakt		2026-09-22	2026-09-22	verified	official	Sponsorship and volunteer coordination contact named.		Africa Amini Alama											Momella (projects in Meru and Maasai areas incl. Ngabobo, Madebe)														Noemi Glaser, BA (sponsorship & volunteer desk)	Patenschaften (child sponsorship) and volunteer coordination	confirmed	email		patenschaften@africaaminialama.com		+06644526667			Africa Amini Alama contact and sponsorship pages.																				research_only		welfare_customer	WCON_africa_amini_alama_noemi_glaser_ba			medium	Named individual at a role desk; role email at organisation domain.																							"[""patenschaften@africaaminialama.com""]"	"[""+06644526667"", ""+436644526667""]"											"[{""url"": ""https://www.africaaminialama.com/kontakt"", ""title"": ""Kontakt - Africa Amini Alama"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""name"", ""role""], ""evidence_excerpt"": ""Sponsorship and volunteer coordination contact named.""}, {""url"": ""https://www.africaaminialama.com/"", ""title"": ""Africa Amini Alama - home"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""email"", ""phone""], ""evidence_excerpt"": ""Sponsorship contact patenschaften@africaaminialama.com, 0664/4526667.""}, {""url"": ""https://africaaminialama.com/"", ""title"": ""Africa Amini Alama - home page"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""registration"", ""services"", ""email"", ""phone""], ""evidence_excerpt"": ""Austrian support association ZVR 517623687; clinic, primary schools, social support, child sponsorships in Momella/Ngare Nanyuki; patenschaften@ email.""}]"	role	office		
contact		Laketatu Orphanage - Papamoa Rotary Club	https://papamoarotaryclub.co.nz/laketatu-orphanage-usa-river-tanzania/		2026-09-22	2026-09-22	needs_review	published	Orphanage initiated by Godlisten Kaaya about five years before the article.		Laketatu Orphanage											outskirts of Usa River														Godlisten Kaaya	Initiator/founder	confirmed	website							Named in Papamoa Rotary Club article; no direct route published.																				research_only		welfare_customer	WCON_laketatu_orphanage_godlisten_kaaya			medium	Named individual in professional role published by a funder.																																			"[{""url"": ""https://papamoarotaryclub.co.nz/laketatu-orphanage-usa-river-tanzania/"", ""title"": ""Laketatu Orphanage - Papamoa Rotary Club"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""name"", ""role""], ""evidence_excerpt"": ""Orphanage initiated by Godlisten Kaaya about five years before the article.""}]"				
contact		Laketatu Orphanage - Papamoa Rotary Club	https://papamoarotaryclub.co.nz/laketatu-orphanage-usa-river-tanzania/		2026-09-22	2026-09-22	needs_review	published	Contact person for RNZWCS Ltd, the trust channelling funds.	Funder contact, not the orphanage.	Laketatu Orphanage											outskirts of Usa River														Stuart Batty (RNZWCS Ltd)	Funder-side contact person for RNZWCS Ltd (Rotary NZ charitable trust)	confirmed	email			stuartbatty@a3.net.nz				Published by Papamoa Rotary Club as the contact for donations to the Laketatu project.																				research_only		welfare_customer	WCON_laketatu_orphanage_stuart_batty			risky	Named individual's email on a personal/ISP domain (not an organisational domain).																							"[""stuartbatty@a3.net.nz""]"												"[{""url"": ""https://papamoarotaryclub.co.nz/laketatu-orphanage-usa-river-tanzania/"", ""title"": ""Laketatu Orphanage - Papamoa Rotary Club"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""name"", ""role"", ""email""], ""evidence_excerpt"": ""Contact person for RNZWCS Ltd, the trust channelling funds.""}]"	personal_domain			
contact		save africa orphanage (weebly)	https://saveafricatanzania.weebly.com/		2026-09-22	2026-09-22	needs_review	official	Founder and director named (spelled Francis/Frances).		Save Africa Orphanage											Usa River (Leganga, about 25 km east of Arusha per Arusha Kids Trust)														Francis Raimond	Founder / Director	confirmed	website							Named on Save Africa's own weebly site and Volunteer in the World profile; enquiries routed via the agency.																				research_only		welfare_customer	WCON_save_africa_orphanage_francis_raimond			medium	Named individual in professional role; no personal route recorded.																																			"[{""url"": ""https://saveafricatanzania.weebly.com/"", ""title"": ""save africa orphanage (weebly)"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""name"", ""role""], ""evidence_excerpt"": ""Founder and director named (spelled Francis/Frances).""}, {""url"": ""https://www.volunteerintheworld.com/2020/09/15/save-africa/"", ""title"": ""SAVE AFRICA - Volunteer in the world"", ""source_date"": ""2020-09-15"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""name"", ""role""], ""evidence_excerpt"": ""Founded by Francis Raimond with two co-founders.""}]"				
