from_organisation	to_organisation	relationship_type	from_key	to_key	from_in_master	verification_status	pdpa_risk	notes	sources
E-ducare	Matonyok Children's Home	funds		WORG_matonyok_children_home		verified	low	Sponsorship project May-June 2025.	"[{""url"": ""https://e-ducare.org/programmes/matonyok-childrens-home"", ""title"": ""Matonyok Children's Home - E-ducare"", ""source_date"": ""2025"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""funder"", ""latest_activity""], ""evidence_excerpt"": ""E-ducare sponsorship for Matonyok: fundraising January-April 2025, implementation May-June 2025.""}]"
E-ducare	Karim Children's Care Centre	funds		WORG_karim_children_care_centre		verified	low	Project from September 2023: clothing, healthcare, meals, school sets, uniforms.	"[{""url"": ""https://e-ducare.org/programmes/karim-orphanage-support/"", ""title"": ""Karim Orphanage Support - E-ducare"", ""source_date"": ""2023-09-04"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""children_served"", ""daycare"", ""funder""], ""evidence_excerpt"": ""E-ducare: Karim orphanage in Arusha houses 27 children with a growing day-care; project began 4 September 2023.""}]"
Read With Me Arusha	Karim Children's Care Centre	partners_with	WORG_read_with_me_arusha	WORG_karim_children_care_centre		needs_review	low	Tuition sponsorship and library support.	"[{""url"": ""https://www.readwithmearusha.com/Karim-Orphanage"", ""title"": ""Karim Children's Care Centre - Read With Me Arusha"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""services"", ""schooling""], ""evidence_excerpt"": ""Partner page: residential home with meals and education; tuition sponsorship and library support.""}, {""url"": ""https://www.readwithmearusha.com/where-we-work/"", ""title"": ""Where we work - Read With Me Arusha"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""partners""], ""evidence_excerpt"": ""Lists Karim Children's Care Centre, Samaritan Village Orphanage, St. Margaret's Academy and Sagara Anna School.""}]"
Read With Me Arusha	Samaritan Village Orphanage	partners_with	WORG_read_with_me_arusha	WORG_samaritan_village_orphanage		needs_review	low		"[{""url"": ""https://www.readwithmearusha.com/where-we-work/samaritan-village/"", ""title"": ""Samaritan Village - Read With Me Arusha"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""partner""], ""evidence_excerpt"": ""Read With Me says the children need scholarships and sponsors to stay in school; supports literacy.""}]"
Love for the Least (Love Shows Up)	Samaritan Village Orphanage	funds	WORG_love_for_least	WORG_samaritan_village_orphanage		verified	low	Partnership since 2003.	"[{""url"": ""https://lovefortheleast.org/projects/tanzania/"", ""title"": ""Tanzania - Love for the Least"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""description"", ""schooling"", ""partner""], ""evidence_excerpt"": ""Funder page: Samaritan Village partnership since 2003; Tumaini House is a YWAM ministry where most children live with family.""}]"
Love for the Least (Love Shows Up)	Tumaini House (YWAM Arusha Tumaini Children Ministry)	funds	WORG_love_for_least	WORG_tumaini_house		needs_review	low		"[{""url"": ""https://lovefortheleast.org/projects/tanzania/"", ""title"": ""Tanzania - Love for the Least"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""description"", ""schooling"", ""partner""], ""evidence_excerpt"": ""Funder page: Samaritan Village partnership since 2003; Tumaini House is a YWAM ministry where most children live with family.""}]"
Adventure Church of Yuba City	Samaritan Village Orphanage	partners_with		WORG_samaritan_village_orphanage		verified	low		"[{""url"": ""https://acyc.family/missions/samaritan-village-orphanage/"", ""title"": ""Samaritan Village Orphanage - Adventure Church of Yuba City"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""partner""], ""evidence_excerpt"": ""Church lists Samaritan Village as a missions partner; more than 50 children in permanent residence.""}]"
Samaritan Village Inc (US)	Samaritan Village Orphanage	funds	WORG_samaritan_village_orphanage	WORG_samaritan_village_orphanage		verified	low		"[{""url"": ""https://projects.propublica.org/nonprofits/organizations/680214955"", ""title"": ""Samaritan Village - Nonprofit Explorer"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""income""], ""evidence_excerpt"": ""IRS data: Samaritan Village, Yuba City CA, EIN 68-0214955, FY2025 revenue USD 148,486 (Form 990-EZ).""}, {""url"": ""https://www.samaritanvillageorphanage.org/contact"", ""title"": ""Contact - Samaritan Village Orphanage"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""contacts""], ""evidence_excerpt"": ""Tanzania: P.O. Box 1317 Arusha, 0754 507 376, samvillagetz@gmail.com; US: 530-300-4916, samaritanvo@gmail.com.""}]"
Neema Village	Ucare Family Home	partners_with	WORG_neema_village	WORG_ucare_family_home		historical	low	Built 2016 in cooperation with Neema House.	"[{""url"": ""http://www.ucareproject.com/ucare-family-home"", ""title"": ""Ucare Family home - UcareProject"", ""source_date"": ""2019"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""founded"", ""capacity"", ""partner""], ""evidence_excerpt"": ""Family home completed 2016 with Neema House for children unlikely to be adopted; up to 16 children, 12 ideal.""}]"
Ansaar Muslim Youth Centre - Arusha Branch	Ummu Aisha Orphanage Centre	operates		WORG_ummu_aisha_orphanage_centre		verified	low		"[{""url"": ""https://www.ummuaishaorphanage.org/"", ""title"": ""Ummu Aisha Orphanage Center - Licence No. 06422"", ""source_date"": ""2025"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""licence"", ""founded"", ""operator"", ""children_served"", ""contacts""], ""evidence_excerpt"": ""Licence 06422 valid 2025-2030; founded 2006 under Ansaar Muslim Youth Centre Arusha; girls resident, boys supported in community.""}]"
The Wanderlust Women	Ummu Aisha Orphanage Centre	partners_with		WORG_ummu_aisha_orphanage_centre		needs_review	low		"[{""url"": ""https://www.ummuaishaorphanage.org/"", ""title"": ""Ummu Aisha Orphanage Center - Licence No. 06422"", ""source_date"": ""2025"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""licence"", ""founded"", ""operator"", ""children_served"", ""contacts""], ""evidence_excerpt"": ""Licence 06422 valid 2025-2030; founded 2006 under Ansaar Muslim Youth Centre Arusha; girls resident, boys supported in community.""}]"
Galaxy Computers LTD	Ummu Aisha Orphanage Centre	partners_with		WORG_ummu_aisha_orphanage_centre		needs_review	low		"[{""url"": ""https://www.ummuaishaorphanage.org/"", ""title"": ""Ummu Aisha Orphanage Center - Licence No. 06422"", ""source_date"": ""2025"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""licence"", ""founded"", ""operator"", ""children_served"", ""contacts""], ""evidence_excerpt"": ""Licence 06422 valid 2025-2030; founded 2006 under Ansaar Muslim Youth Centre Arusha; girls resident, boys supported in community.""}]"
Arusha Lutheran Medical Center	The Plaster House	operates	WORG_arusha_lutheran_medical_centre	WORG_kafika_house	Od109d0513fc6	verified	low		"[{""url"": ""https://www.theplasterhouse.org/"", ""title"": ""The Plaster House"", ""source_date"": ""2020"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""services"", ""capacity"", ""founded"", ""operator"", ""staff""], ""evidence_excerpt"": ""Rehabilitation home for children with correctable disabilities, founded 2008; 80 beds; programme of Arusha Lutheran Medical Center.""}, {""url"": ""https://www.theplasterhouse.org/contact"", ""title"": ""Contact - The Plaster House"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""location"", ""phone""], ""evidence_excerpt"": ""Directions: 10.2 km from Sanawari junction towards Nairobi, right at Ngaramtoni police post sign, 2 km on dirt road.""}]"
YWAM Arusha	Tumaini House (YWAM Arusha Tumaini Children Ministry)	operates		WORG_tumaini_house		verified	low		"[{""url"": ""https://ywam.org/location/ywam-arusha/b-1045"", ""title"": ""YWAM Arusha - ywam.org"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""location"", ""ministries"", ""phones""], ""evidence_excerpt"": ""YWAM Arusha, P.O. Box 10295, at the foot of Mt Meru near KIA; ministries include Tumaini Children Ministry.""}, {""url"": ""https://lovefortheleast.org/projects/tanzania/"", ""title"": ""Tanzania - Love for the Least"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""description"", ""schooling"", ""partner""], ""evidence_excerpt"": ""Funder page: Samaritan Village partnership since 2003; Tumaini House is a YWAM ministry where most children live with family.""}]"
Heart for Africa	New Paradiso Orphanage	funds	WORG_heart_for_africa	WORG_new_paradiso_orphanage		needs_review	low	School/college costs.	"[{""url"": ""https://www.heartforafrica.co.uk/orphanages"", ""title"": ""Orphanages - Heart for Africa"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""children_served"", ""funding""], ""evidence_excerpt"": ""Heart for Africa helps small Arusha orphanages: New Paradiso and Bethlehem each about 20 children; it funds school/college costs.""}]"
Heart for Africa	Bethlehem Center for Children	funds	WORG_heart_for_africa	WORG_bethlehem_centre_for_children		needs_review	low	School/college costs for several children.	"[{""url"": ""https://www.heartforafrica.co.uk/orphanages"", ""title"": ""Orphanages - Heart for Africa"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""children_served"", ""funding""], ""evidence_excerpt"": ""Heart for Africa helps small Arusha orphanages: New Paradiso and Bethlehem each about 20 children; it funds school/college costs.""}]"
Heart for Africa	CHISWEA (Children of the Street Welfare Association)	funds	WORG_heart_for_africa	WORG_chiswea		historical	low	Minibus bought November 2018.	"[{""url"": ""https://www.heartforafrica.co.uk/major-projects"", ""title"": ""Major Projects - Heart for Africa"", ""source_date"": ""2019-11"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""chiswea"", ""mateves_hall""], ""evidence_excerpt"": ""CHISWEA minibus bought November 2018: 36 current young people, 600+ served since 1991, ages 11-20; Mateves hall completed November 2019.""}]"
Arusha Kids Trust	Save Africa Orphanage	funds	WORG_arusha_kids	WORG_save_africa_orphanage		needs_review	low	Pays school and college fees.	"[{""url"": ""https://www.arushakidstrust.com/about-us"", ""title"": ""About Us | Arusha Kids Trust"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""location"", ""registration"", ""founded""], ""evidence_excerpt"": ""SAO is in Leganga, about 25 km east of Arusha; trust ACNC-registered 2016, DGR status from June 2019.""}, {""url"": ""https://www.arushakidstrust.com/school-sponsorship"", ""title"": ""School Sponsorship | Arusha Kids Trust"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""schooling""], ""evidence_excerpt"": ""Sponsors 20 primary pupils at Haradali, Blue Sky and Same Hill schools, six in secondary, one at Arusha Technical College.""}]"
Kilimanjaro Climbing Company	Faraja Orphanage Children's Home	funds		WORG_faraja_orphanage_children_home		needs_review	low	USD 10 per trekker; also invites trekkers to visit.	"[{""url"": ""https://kilimanjaroclimbingcompany.com/faraja-orphanage/"", ""title"": ""Faraja Orphanage - Kilimanjaro Climbing Company"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""funder"", ""red_flag""], ""evidence_excerpt"": ""Tour operator donates USD 10 per trekker and invites trekkers to visit and meet the children.""}]"
Dorobo Fund for Tanzania	Olasiti Orphans Center	funds		WORG_olasiti_orphan_centre		needs_review	low	US tax-deductible donation channel (tax ID 41-1875830).	"[{""url"": ""https://www.tanzanianorphans.org/orphans-center"", ""title"": ""orphans center - tanzanian-orphans"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""name"", ""founded"", ""registration"", ""schooling"", ""funder""], ""evidence_excerpt"": ""Olasiti Children's Foundation, founded 2005, registered under the Trustees Incorporation Act; pays secondary tuition; US gifts via Dorobo Fund.""}]"
Giving Smiles e.V.	Cradle of Love Baby Home	funds	WORG_giving_smiles	WORG_cradle_of_love_baby_home		historical	low	Ended with closure April 2024.	"[{""url"": ""https://givingsmiles.org/wp-content/uploads/2026/08/Giving-Smiles_Jahresbericht-2024.pdf"", ""title"": ""Giving Smiles e.V. Jahresbericht 2024"", ""source_date"": ""2026-08"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""Main project since 2018; about TZS 30m paid in early 2024 before closure.""}]"
Giving Smiles e.V.	Child First Initiative (CFI)	funds	WORG_giving_smiles	WORG_child_first_initiative		verified	low	Includes education sponsorship paying school fees.	"[{""url"": ""https://givingsmiles.org/wp-content/uploads/2026/08/Giving-Smiles_Jahresbericht-2024.pdf"", ""title"": ""Giving Smiles e.V. Jahresbericht 2024"", ""source_date"": ""2026-08"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""Partnership with CFI began August 2024; CFI continues sponsorship programme.""}, {""url"": ""https://cfi.or.tz/programs/6"", ""title"": ""Education Sponsorship Program - CFI"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""Sponsorship run by CFI with Giving Smile e.V.""}]"
