record_key	office_key	organisation_name	post_key	office_title	office_title_sw	appointment_type	holder_name	holder_verified_on	tenure_source_url	role_phone	published_role_email	b2g_check_required	pdpa_risk	verification_status	source_url
GPOST_ward-meru-district-council-seela-singisi_ward_community_development_officer	GOFF_ward_meru-district-council_seela-singisi	Ofisi ya Kata ya Seela Sing'isi (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-akheri_ward_executive_officer	GOFF_ward_meru-district-council_akheri	Ofisi ya Kata ya Akheri (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-akheri_ward_councillor	GOFF_ward_meru-district-council_akheri	Ofisi ya Kata ya Akheri (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-akheri_ward_community_development_officer	GOFF_ward_meru-district-council_akheri	Ofisi ya Kata ya Akheri (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-nkoanrua_ward_executive_officer	GOFF_ward_meru-district-council_nkoanrua	Ofisi ya Kata ya Nkoanrua (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-nkoanrua_ward_councillor	GOFF_ward_meru-district-council_nkoanrua	Ofisi ya Kata ya Nkoanrua (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-nkoanrua_ward_community_development_officer	GOFF_ward_meru-district-council_nkoanrua	Ofisi ya Kata ya Nkoanrua (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-songoro_ward_executive_officer	GOFF_ward_meru-district-council_songoro	Ofisi ya Kata ya Songoro (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-songoro_ward_councillor	GOFF_ward_meru-district-council_songoro	Ofisi ya Kata ya Songoro (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-songoro_ward_community_development_officer	GOFF_ward_meru-district-council_songoro	Ofisi ya Kata ya Songoro (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-nkoarisambu_ward_executive_officer	GOFF_ward_meru-district-council_nkoarisambu	Ofisi ya Kata ya Nkoarisambu (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-nkoarisambu_ward_councillor	GOFF_ward_meru-district-council_nkoarisambu	Ofisi ya Kata ya Nkoarisambu (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-nkoarisambu_ward_community_development_officer	GOFF_ward_meru-district-council_nkoarisambu	Ofisi ya Kata ya Nkoarisambu (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-nkoanekoli_ward_executive_officer	GOFF_ward_meru-district-council_nkoanekoli	Ofisi ya Kata ya Nkoanekoli (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-nkoanekoli_ward_councillor	GOFF_ward_meru-district-council_nkoanekoli	Ofisi ya Kata ya Nkoanekoli (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-nkoanekoli_ward_community_development_officer	GOFF_ward_meru-district-council_nkoanekoli	Ofisi ya Kata ya Nkoanekoli (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-ambureni_ward_executive_officer	GOFF_ward_meru-district-council_ambureni	Ofisi ya Kata ya Ambureni (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-ambureni_ward_councillor	GOFF_ward_meru-district-council_ambureni	Ofisi ya Kata ya Ambureni (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-ambureni_ward_community_development_officer	GOFF_ward_meru-district-council_ambureni	Ofisi ya Kata ya Ambureni (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-maroroni_ward_executive_officer	GOFF_ward_meru-district-council_maroroni	Ofisi ya Kata ya Maroroni (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-maroroni_ward_councillor	GOFF_ward_meru-district-council_maroroni	Ofisi ya Kata ya Maroroni (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-maroroni_ward_community_development_officer	GOFF_ward_meru-district-council_maroroni	Ofisi ya Kata ya Maroroni (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-makiba_ward_executive_officer	GOFF_ward_meru-district-council_makiba	Ofisi ya Kata ya Makiba (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-makiba_ward_councillor	GOFF_ward_meru-district-council_makiba	Ofisi ya Kata ya Makiba (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-makiba_ward_community_development_officer	GOFF_ward_meru-district-council_makiba	Ofisi ya Kata ya Makiba (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-mbuguni_ward_executive_officer	GOFF_ward_meru-district-council_mbuguni	Ofisi ya Kata ya Mbuguni (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-mbuguni_ward_councillor	GOFF_ward_meru-district-council_mbuguni	Ofisi ya Kata ya Mbuguni (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-mbuguni_ward_community_development_officer	GOFF_ward_meru-district-council_mbuguni	Ofisi ya Kata ya Mbuguni (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-kikwe_ward_executive_officer	GOFF_ward_meru-district-council_kikwe	Ofisi ya Kata ya Kikwe (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-kikwe_ward_councillor	GOFF_ward_meru-district-council_kikwe	Ofisi ya Kata ya Kikwe (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-kikwe_ward_community_development_officer	GOFF_ward_meru-district-council_kikwe	Ofisi ya Kata ya Kikwe (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-majengo_ward_executive_officer	GOFF_ward_meru-district-council_majengo	Ofisi ya Kata ya Majengo (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-majengo_ward_councillor	GOFF_ward_meru-district-council_majengo	Ofisi ya Kata ya Majengo (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-majengo_ward_community_development_officer	GOFF_ward_meru-district-council_majengo	Ofisi ya Kata ya Majengo (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-shambarai-burka_ward_executive_officer	GOFF_ward_meru-district-council_shambarai-burka	Ofisi ya Kata ya Shambarai Burka (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-shambarai-burka_ward_councillor	GOFF_ward_meru-district-council_shambarai-burka	Ofisi ya Kata ya Shambarai Burka (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-shambarai-burka_ward_community_development_officer	GOFF_ward_meru-district-council_shambarai-burka	Ofisi ya Kata ya Shambarai Burka (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-monduli-district-council-monduli-juu_ward_executive_officer	GOFF_ward_monduli-district-council_monduli-juu	Ofisi ya Kata ya Monduli Juu (Monduli District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-monduli-district-council-monduli-juu_ward_councillor	GOFF_ward_monduli-district-council_monduli-juu	Ofisi ya Kata ya Monduli Juu (Monduli District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-monduli-district-council-monduli-juu_ward_community_development_officer	GOFF_ward_monduli-district-council_monduli-juu	Ofisi ya Kata ya Monduli Juu (Monduli District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-monduli-district-council-engutoto_ward_executive_officer	GOFF_ward_monduli-district-council_engutoto	Ofisi ya Kata ya Engutoto (Monduli District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-monduli-district-council-engutoto_ward_councillor	GOFF_ward_monduli-district-council_engutoto	Ofisi ya Kata ya Engutoto (Monduli District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-monduli-district-council-engutoto_ward_community_development_officer	GOFF_ward_monduli-district-council_engutoto	Ofisi ya Kata ya Engutoto (Monduli District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-monduli-district-council-monduli-mjini_ward_executive_officer	GOFF_ward_monduli-district-council_monduli-mjini	Ofisi ya Kata ya Monduli Mjini (Monduli District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-monduli-district-council-monduli-mjini_ward_councillor	GOFF_ward_monduli-district-council_monduli-mjini	Ofisi ya Kata ya Monduli Mjini (Monduli District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-monduli-district-council-monduli-mjini_ward_community_development_officer	GOFF_ward_monduli-district-council_monduli-mjini	Ofisi ya Kata ya Monduli Mjini (Monduli District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-monduli-district-council-moita_ward_executive_officer	GOFF_ward_monduli-district-council_moita	Ofisi ya Kata ya Moita (Monduli District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-monduli-district-council-moita_ward_councillor	GOFF_ward_monduli-district-council_moita	Ofisi ya Kata ya Moita (Monduli District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-monduli-district-council-moita_ward_community_development_officer	GOFF_ward_monduli-district-council_moita	Ofisi ya Kata ya Moita (Monduli District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-monduli-district-council-meserani_ward_executive_officer	GOFF_ward_monduli-district-council_meserani	Ofisi ya Kata ya Meserani (Monduli District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-monduli-district-council-meserani_ward_councillor	GOFF_ward_monduli-district-council_meserani	Ofisi ya Kata ya Meserani (Monduli District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-monduli-district-council-meserani_ward_community_development_officer	GOFF_ward_monduli-district-council_meserani	Ofisi ya Kata ya Meserani (Monduli District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-moshi-district-council-kindi_ward_executive_officer	GOFF_ward_moshi-district-council_kindi	Ofisi ya Kata ya Kindi (Moshi District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-moshi-district-council-kindi_ward_councillor	GOFF_ward_moshi-district-council_kindi	Ofisi ya Kata ya Kindi (Moshi District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-moshi-district-council-kindi_ward_community_development_officer	GOFF_ward_moshi-district-council_kindi	Ofisi ya Kata ya Kindi (Moshi District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-moshi-district-council-kibosho-magharibi_ward_executive_officer	GOFF_ward_moshi-district-council_kibosho-magharibi	Ofisi ya Kata ya Kibosho Magharibi (Moshi District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-moshi-district-council-kibosho-magharibi_ward_councillor	GOFF_ward_moshi-district-council_kibosho-magharibi	Ofisi ya Kata ya Kibosho Magharibi (Moshi District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-moshi-district-council-kibosho-magharibi_ward_community_development_officer	GOFF_ward_moshi-district-council_kibosho-magharibi	Ofisi ya Kata ya Kibosho Magharibi (Moshi District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-moshi-district-council-kibosho-mashariki_ward_executive_officer	GOFF_ward_moshi-district-council_kibosho-mashariki	Ofisi ya Kata ya Kibosho Mashariki (Moshi District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-moshi-district-council-kibosho-mashariki_ward_councillor	GOFF_ward_moshi-district-council_kibosho-mashariki	Ofisi ya Kata ya Kibosho Mashariki (Moshi District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-moshi-district-council-kibosho-mashariki_ward_community_development_officer	GOFF_ward_moshi-district-council_kibosho-mashariki	Ofisi ya Kata ya Kibosho Mashariki (Moshi District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-moshi-district-council-uru-kusini_ward_executive_officer	GOFF_ward_moshi-district-council_uru-kusini	Ofisi ya Kata ya Uru Kusini (Moshi District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-moshi-district-council-uru-kusini_ward_councillor	GOFF_ward_moshi-district-council_uru-kusini	Ofisi ya Kata ya Uru Kusini (Moshi District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-moshi-district-council-uru-kusini_ward_community_development_officer	GOFF_ward_moshi-district-council_uru-kusini	Ofisi ya Kata ya Uru Kusini (Moshi District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-moshi-municipal-council-kilimanjaro_ward_executive_officer	GOFF_ward_moshi-municipal-council_kilimanjaro	Ofisi ya Kata ya Kilimanjaro (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-kilimanjaro_ward_councillor	GOFF_ward_moshi-municipal-council_kilimanjaro	Ofisi ya Kata ya Kilimanjaro (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-kilimanjaro_ward_community_development_officer	GOFF_ward_moshi-municipal-council_kilimanjaro	Ofisi ya Kata ya Kilimanjaro (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-mfumuni_ward_executive_officer	GOFF_ward_moshi-municipal-council_mfumuni	Ofisi ya Kata ya Mfumuni (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-mfumuni_ward_councillor	GOFF_ward_moshi-municipal-council_mfumuni	Ofisi ya Kata ya Mfumuni (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-mfumuni_ward_community_development_officer	GOFF_ward_moshi-municipal-council_mfumuni	Ofisi ya Kata ya Mfumuni (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-kiusa_ward_executive_officer	GOFF_ward_moshi-municipal-council_kiusa	Ofisi ya Kata ya Kiusa (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-kiusa_ward_councillor	GOFF_ward_moshi-municipal-council_kiusa	Ofisi ya Kata ya Kiusa (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-kiusa_ward_community_development_officer	GOFF_ward_moshi-municipal-council_kiusa	Ofisi ya Kata ya Kiusa (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-korongoni_ward_executive_officer	GOFF_ward_moshi-municipal-council_korongoni	Ofisi ya Kata ya Korongoni (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-korongoni_ward_councillor	GOFF_ward_moshi-municipal-council_korongoni	Ofisi ya Kata ya Korongoni (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-korongoni_ward_community_development_officer	GOFF_ward_moshi-municipal-council_korongoni	Ofisi ya Kata ya Korongoni (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-soweto_ward_executive_officer	GOFF_ward_moshi-municipal-council_soweto	Ofisi ya Kata ya Soweto (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-soweto_ward_councillor	GOFF_ward_moshi-municipal-council_soweto	Ofisi ya Kata ya Soweto (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-soweto_ward_community_development_officer	GOFF_ward_moshi-municipal-council_soweto	Ofisi ya Kata ya Soweto (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-shirimatunda_ward_executive_officer	GOFF_ward_moshi-municipal-council_shirimatunda	Ofisi ya Kata ya Shirimatunda (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-shirimatunda_ward_councillor	GOFF_ward_moshi-municipal-council_shirimatunda	Ofisi ya Kata ya Shirimatunda (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-shirimatunda_ward_community_development_officer	GOFF_ward_moshi-municipal-council_shirimatunda	Ofisi ya Kata ya Shirimatunda (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
